timestamp_s,rtt_ms
41.5,27.642
41.6,30.609
41.7,26.415
41.8,27.591
41.9,28.542
42.0,32.585
42.1,27.704
42.2,26.948
42.3,24.862
42.4,30.058
42.5,26.237
42.6,29.031
42.7,22.295
42.8,31.13
42.9,24.004
43.0,25.668
43.1,31.176
43.2,23.997
43.3,27.762
43.4,28.223
43.5,25.004
43.6,32.029
43.7,32.496
43.8,22.085
43.9,23.653
44.0,128.638
44.1,51.362
44.2,42.026
44.3,30.67
44.4,28.492
44.5,26.685
44.6,25.244
44.7,29.713
44.8,30.899
44.9,30.911
45.0,31.009
45.1,30.96
45.2,28.506
45.3,27.354
45.4,27.723
45.5,26.989
45.6,26.734
45.7,27.064
45.8,28.23
45.9,26.5
46.0,29.425
46.1,25.643
46.2,32.497
46.3,24.367
46.4,31.449
46.5,29.126
46.6,26.009
46.7,28.517
46.8,28.292
46.9,15.462
47.0,24.83
47.1,25.445
47.2,31.518
47.3,28.85
47.4,23.726
47.5,28.195
47.6,20.669
47.7,28.19
47.8,28.578
47.9,28.897
48.0,29.274
48.1,26.126
48.2,24.619
48.3,28.93
48.4,32.558
48.5,28.193
48.6,26.192
48.7,24.108
48.8,24.892
48.9,32.173
49.0,31.658
49.1,29.4
49.2,27.685
49.3,30.561
49.4,28.417
49.5,24.668
49.6,21.215
49.7,24.214
49.8,30.874
49.9,32.081
50.0,30.112
50.1,27.03
50.2,27.003
50.3,28.823
50.4,22.212
50.5,26.769
50.6,27.101
50.7,33.214
50.8,27.469
50.9,26.18
51.0,30.599
51.1,25.552
51.2,30.588
51.3,24.833
51.4,32.906
51.5,28.622
51.6,26.727
51.7,32.134
51.8,26.96
51.9,30.232
52.0,23.861
52.1,23.515
52.2,29.925
52.3,30.325
52.4,27.488
52.5,29.333
52.6,24.517
52.7,24.809
52.8,28.332
52.9,27.718
53.0,25.645
53.1,31.373
53.2,23.461
53.3,33.301
53.4,31.21
53.5,28.129
53.6,31.351
53.7,25.748
53.8,26.129
53.9,33.759
54.0,29.05
54.1,28.86
54.2,29.884
54.3,28.81
54.4,25.386
54.5,31.406
54.6,24.815
54.7,27.93
54.8,28.423
54.9,29.202
55.0,27.593
55.1,27.351
55.2,24.587
55.3,28.236
55.4,23.411
55.5,25.879
55.6,25.234
55.7,28.353
55.8,26.722
55.9,28.817
56.0,32.53
56.1,26.63
56.2,31.716
56.3,24.361
56.4,28.617
56.5,23.568
56.6,30.241
56.7,25.728
56.8,32.084
56.9,27.701
57.0,30.263
57.1,29.425
57.2,29.349
57.3,30.717
57.4,30.537
57.5,28.147
57.6,26.086
57.7,28.724
57.8,31.375
57.9,26.693
58.0,19.883
58.1,25.582
58.2,27.623
58.3,29.591
58.4,29.164
58.5,28.266
58.6,29.868
58.7,31.693
58.8,28.329
58.9,26.765
59.0,36.023
59.1,23.62
59.2,26.474
59.3,32.238
59.4,32.307
59.5,21.919
59.6,28.349
59.7,24.982
59.8,26.484
59.9,26.217
60.0,28.7
60.1,34.77
60.2,30.265
60.3,22.48
60.4,28.778
60.5,27.045
60.6,28.688
60.7,108.372
60.8,95.397
60.9,38.354
61.0,52.268
61.1,23.834
61.2,24.713
61.3,28.555
61.4,31.606
61.5,24.911
61.6,28.993
61.7,33.813
61.8,20.989
61.9,26.575
62.0,31.929
62.1,24.198
62.2,24.87
62.3,29.938
62.4,27.338
62.5,29.069
62.6,32.278
62.7,29.022
62.8,29.547
62.9,28.196
63.0,28.1
63.1,24.166
63.2,29.232
63.3,27.442
63.4,30.104
63.5,26.751
63.6,23.495
63.7,23.615
63.8,29.303
63.9,32.69
64.0,25.57
64.1,24.88
64.2,24.878
64.3,30.887
64.4,26.722
64.5,23.836
64.6,26.803
64.7,32.712
64.8,24.943
64.9,29.628
65.0,28.784
65.1,26.234
65.2,32.665
65.3,25.755
65.4,26.957
65.5,31.254
65.6,31.228
65.7,25.772
65.8,21.181
65.9,24.499
66.0,27.99
66.1,28.749
66.2,28.414
66.3,25.591
66.4,29.096
66.5,27.997
66.6,29.313
66.7,33.542
66.8,26.648
66.9,21.444
67.0,24.649
67.1,32.481
67.2,27.988
67.3,27.895
67.4,28.853
67.5,28.133
67.6,24.62
67.7,24.126
67.8,22.56
67.9,29.661
68.0,31.617
68.1,25.688
68.2,25.385
68.3,30.331
68.4,29.505
68.5,25.767
68.6,31.87
68.7,29.681
68.8,25.908
68.9,27.143
69.0,25.68
69.1,33.176
69.2,26.144
69.3,24.858
69.4,26.977
69.5,26.954
69.6,30.436
69.7,31.0
69.8,27.431
69.9,19.105
70.0,27.182
70.1,25.943
70.2,24.862
70.3,26.346
70.4,29.003
70.5,24.743
70.6,31.849
70.7,24.425
70.8,24.407
70.9,29.089
71.0,31.627
71.1,30.894
71.2,26.586
71.3,27.512
71.4,26.553
71.5,32.052
71.6,27.31
71.7,28.118
71.8,29.758
71.9,24.389
72.0,26.806
72.1,35.795
72.2,33.17
72.3,30.85
72.4,26.264
72.5,32.193
72.6,31.814
72.7,23.236
72.8,28.049
72.9,25.606
73.0,27.866
73.1,32.266
73.2,20.758
73.3,28.15
73.4,31.795
73.5,22.959
73.6,32.525
73.7,21.839
73.8,27.681
73.9,29.584
74.0,26.181
74.1,28.773
74.2,24.991
74.3,31.271
74.4,26.566
74.5,29.049
74.6,25.79
74.7,26.802
74.8,31.805
74.9,31.48
75.0,27.976
75.1,30.22
75.2,30.999
75.3,25.861
75.4,164.404
75.5,57.429
75.6,57.262
75.7,39.112
75.8,27.046
75.9,32.772
76.0,29.343
76.1,26.479
76.2,22.736
76.3,24.658
76.4,30.906
76.5,31.628
76.6,20.384
76.7,27.176
76.8,28.024
76.9,23.993
77.0,27.942
77.1,32.173
77.2,23.539
77.3,24.589
77.4,29.343
77.5,23.372
77.6,29.284
77.7,24.306
77.8,30.345
77.9,29.91
78.0,30.786
78.1,30.677
78.2,27.475
78.3,26.469
78.4,23.933
78.5,31.501
78.6,23.291
78.7,29.86
78.8,25.732
78.9,26.057
79.0,32.365
79.1,28.359
79.2,21.923
79.3,29.101
79.4,28.253
79.5,23.41
79.6,23.04
79.7,32.971
79.8,27.92
79.9,26.75
80.0,28.551
80.1,23.937
80.2,23.464
80.3,23.669
80.4,29.6
80.5,28.756
80.6,27.475
80.7,28.715
80.8,25.604
80.9,26.811
81.0,29.191
81.1,24.198
81.2,27.246
81.3,28.483
81.4,26.234
81.5,33.338
81.6,30.89
81.7,26.374
81.8,26.478
81.9,29.423
82.0,27.132
82.1,25.772
82.2,28.555
82.3,27.986
82.4,28.412
82.5,30.173
82.6,21.922
82.7,27.227
82.8,26.42
82.9,25.421
83.0,28.989
83.1,24.35
83.2,25.761
83.3,25.976
83.4,29.042
83.5,29.127
83.6,26.348
83.7,25.419
83.8,30.285
83.9,28.314
84.0,31.895
84.1,19.611
84.2,23.738
84.3,25.677
84.4,35.953
84.5,26.69
84.6,25.985
84.7,23.821
84.8,26.163
84.9,27.968
85.0,27.049
85.1,25.241
85.2,25.821
85.3,30.03
85.4,26.605
85.5,29.239
85.6,24.091
85.7,25.441
85.8,31.416
85.9,24.726
86.0,24.891
86.1,27.2
86.2,23.671
86.3,30.224
86.4,24.413
86.5,31.553
86.6,25.533
86.7,122.776
86.8,79.032
86.9,50.801
87.0,29.346
87.1,28.719
87.2,29.426
87.3,20.242
87.4,26.039
87.5,21.487
87.6,26.721
87.7,29.12
87.8,25.977
87.9,29.556
88.0,24.932
88.1,29.727
88.2,23.339
88.3,27.215
88.4,29.259
88.5,29.608
88.6,27.618
88.7,33.819
88.8,26.757
88.9,26.647
89.0,19.721
89.1,33.307
89.2,26.893
89.3,24.472
89.4,31.963
89.5,31.707
89.6,28.325
89.7,23.695
89.8,29.257
89.9,26.136
90.0,24.488
90.1,31.13
90.2,21.602
90.3,29.701
90.4,29.378
90.5,34.153
90.6,28.976
90.7,21.825
90.8,25.492
90.9,28.194
91.0,29.067
91.1,30.942
91.2,22.121
91.3,27.01
91.4,30.91
91.5,32.632
91.6,33.583
91.7,26.829
91.8,31.293
91.9,33.135
92.0,31.594
92.1,30.171
92.2,30.483
92.3,25.63
92.4,23.658
92.5,30.949
92.6,26.959
92.7,27.916
92.8,26.264
92.9,26.821
93.0,28.698
93.1,24.934
93.2,28.206
93.3,28.738
93.4,27.768
93.5,25.769
93.6,30.36
93.7,33.618
93.8,26.196
93.9,31.703
94.0,30.668
94.1,20.04
94.2,25.716
94.3,26.092
94.4,30.345
94.5,28.565
94.6,29.423
94.7,29.909
94.8,25.303
94.9,25.76
95.0,24.331
95.1,27.489
95.2,27.643
95.3,28.514
95.4,25.818
95.5,30.72
95.6,30.751
95.7,32.64
95.8,30.134
95.9,28.557
96.0,30.017
96.1,29.829
96.2,26.045
96.3,31.868
96.4,33.156
96.5,33.931
96.6,28.106
96.7,28.973
96.8,29.249
96.9,27.992
97.0,29.858
97.1,27.636
97.2,27.419
97.3,33.277
97.4,28.494
97.5,28.201
97.6,30.646
97.7,28.451
97.8,28.875
97.9,27.809
98.0,24.339
98.1,27.907
98.2,24.589
98.3,28.63
98.4,24.456
98.5,30.75
98.6,30.248
98.7,28.841
98.8,27.7
98.9,29.249
99.0,22.105
99.1,24.71
99.2,27.554
99.3,29.036
99.4,27.762
99.5,24.986
99.6,28.4
99.7,26.639
99.8,24.794
99.9,28.989
100.0,27.37
100.1,31.589
100.2,29.997
100.3,30.204
100.4,28.965
100.5,25.464
100.6,25.193
100.7,23.587
100.8,36.637
100.9,24.762
101.0,27.371
101.1,26.919
101.2,27.157
101.3,26.248
101.4,22.395
101.5,25.005
101.6,23.828
101.7,27.62
101.8,25.947
101.9,25.938
102.0,28.648
102.1,26.252
102.2,30.796
102.3,26.841
102.4,28.675
102.5,118.865
102.6,56.43
102.7,58.146
102.8,31.579
102.9,32.038
103.0,30.803
103.1,29.447
103.2,24.46
103.3,24.702
103.4,26.008
103.5,27.265
103.6,29.344
103.7,25.31
103.8,31.531
103.9,28.011
104.0,21.962
104.1,26.574
104.2,20.244
104.3,25.745
104.4,26.353
104.5,26.169
104.6,27.024
104.7,26.818
104.8,26.219
104.9,32.507
105.0,31.645
105.1,24.574
105.2,31.762
105.3,23.136
105.4,25.556
105.5,32.576
105.6,21.281
105.7,29.724
105.8,24.24
105.9,27.568
106.0,27.459
106.1,33.092
106.2,25.568
106.3,27.793
106.4,29.881
106.5,27.245
106.6,25.534
106.7,27.822
106.8,28.281
106.9,30.652
107.0,25.171
107.1,26.653
107.2,28.969
107.3,27.498
107.4,27.444
107.5,27.949
107.6,25.912
107.7,25.601
107.8,29.322
107.9,24.715
108.0,31.496
108.1,28.652
108.2,24.17
108.3,28.849
108.4,28.502
108.5,30.286
108.6,31.477
108.7,26.901
108.8,25.877
108.9,26.182
109.0,25.057
109.1,25.761
109.2,28.854
109.3,28.046
109.4,26.526
109.5,25.785
109.6,29.044
109.7,26.495
109.8,24.88
109.9,27.545
110.0,27.207
110.1,24.79
110.2,30.482
110.3,30.538
110.4,28.123
110.5,28.393
110.6,29.582
110.7,27.907
110.8,30.674
110.9,32.968
111.0,28.241
111.1,29.321
111.2,30.62
111.3,26.986
111.4,24.615
111.5,30.718
111.6,23.294
111.7,33.367
111.8,30.611
111.9,28.563
112.0,28.153
112.1,33.254
112.2,25.161
112.3,24.519
112.4,26.206
112.5,27.215
112.6,24.981
112.7,28.462
112.8,28.408
112.9,25.558
113.0,32.809
113.1,23.824
113.2,24.17
113.3,29.128
113.4,27.378
113.5,29.253
113.6,26.143
113.7,24.9
113.8,26.063
113.9,25.949
114.0,29.575
114.1,26.56
114.2,30.284
114.3,29.764
114.4,31.122
114.5,30.702
114.6,30.353
114.7,30.31
114.8,26.45
114.9,27.214
115.0,22.51
115.1,28.875
115.2,25.979
115.3,29.205
115.4,29.582
115.5,23.944
115.6,24.958
115.7,26.952
115.8,26.447
115.9,28.501
116.0,24.534
116.1,28.142
116.2,22.935
116.3,21.535
116.4,30.15
116.5,24.084
116.6,26.32
116.7,23.748
116.8,196.807
116.9,86.993
117.0,48.846
117.1,39.305
117.2,29.008
117.3,26.781
117.4,31.056
117.5,33.306
117.6,29.982
117.7,33.312
117.8,30.78
117.9,30.547
118.0,24.729
118.1,24.659
118.2,27.852
118.3,22.992
118.4,26.221
118.5,30.602
118.6,26.005
118.7,29.6
118.8,23.946
118.9,26.519
119.0,31.07
119.1,28.626
119.2,28.871
119.3,33.114
119.4,31.89
119.5,25.369
119.6,31.954
119.7,26.154
119.8,27.947
119.9,28.046
120.0,31.219
120.1,24.612
120.2,29.356
120.3,29.572
120.4,30.435
120.5,27.369
120.6,31.01
120.7,25.865
120.8,31.441
120.9,29.057
121.0,23.8
121.1,29.224
121.2,28.538
121.3,26.933
121.4,25.791
121.5,27.279
121.6,23.674
121.7,33.072
121.8,24.615
121.9,26.016
122.0,31.435
122.1,29.755
122.2,30.161
122.3,32.55
122.4,27.064
122.5,24.861
122.6,30.533
122.7,30.389
122.8,27.019
122.9,24.203
123.0,31.717
123.1,29.728
123.2,23.88
123.3,30.34
123.4,23.677
123.5,26.552
123.6,24.63
123.7,26.087
123.8,25.5
123.9,26.16
124.0,30.173
124.1,28.884
124.2,29.886
124.3,31.277
124.4,26.882
124.5,28.24
124.6,29.614
124.7,33.12
124.8,30.697
124.9,32.145
125.0,31.057
125.1,31.172
125.2,22.646
125.3,30.643
125.4,28.639
125.5,28.163
125.6,26.418
125.7,26.724
125.8,29.249
125.9,30.52
126.0,23.507
126.1,28.654
126.2,26.318
126.3,25.148
126.4,29.178
126.5,27.014
126.6,26.023
126.7,25.693
126.8,28.844
126.9,27.97
127.0,24.725
127.1,25.477
127.2,27.452
127.3,29.215
127.4,24.851
127.5,29.464
127.6,25.528
127.7,36.183
127.8,25.177
127.9,25.63
128.0,28.582
128.1,25.293
128.2,30.483
128.3,33.404
128.4,26.837
128.5,28.518
128.6,26.447
128.7,28.0
128.8,32.295
128.9,30.683
129.0,25.287
129.1,32.638
129.2,31.486
129.3,29.459
129.4,26.022
129.5,28.197
129.6,25.614
129.7,29.403
129.8,27.051
129.9,21.295
130.0,30.779
130.1,28.574
130.2,31.235
130.3,27.591
130.4,28.565
130.5,31.346
130.6,29.163
130.7,28.864
130.8,37.643
130.9,27.493
131.0,28.508
131.1,33.202
131.2,25.585
131.3,79.733
131.4,55.452
131.5,40.132
131.6,23.939
131.7,27.097
131.8,24.853
131.9,29.218
132.0,28.04
132.1,27.788
132.2,33.691
132.3,23.39
132.4,26.54
132.5,26.566
132.6,27.747
132.7,27.398
132.8,30.467
132.9,30.991
133.0,28.925
133.1,28.903
133.2,24.809
133.3,32.995
133.4,32.177
133.5,27.552
133.6,27.688
133.7,25.778
133.8,27.785
133.9,29.97
134.0,30.493
134.1,26.329
134.2,26.53
134.3,24.162
134.4,30.219
134.5,34.985
134.6,32.167
134.7,31.34
134.8,29.512
134.9,19.059
135.0,27.588
135.1,25.186
135.2,27.004
135.3,23.812
135.4,28.795
135.5,30.279
135.6,27.727
135.7,33.261
135.8,28.539
135.9,25.265
136.0,32.035
136.1,24.43
136.2,24.281
136.3,27.749
136.4,25.314
136.5,31.625
136.6,29.037
136.7,28.723
136.8,26.285
136.9,28.611
137.0,24.703
137.1,26.573
137.2,24.007
137.3,28.408
137.4,26.997
137.5,28.544
137.6,24.726
137.7,27.758
137.8,28.865
137.9,28.274
138.0,28.834
138.1,31.299
138.2,26.532
138.3,31.746
138.4,27.744
138.5,27.896
138.6,33.018
138.7,29.02
138.8,30.628
138.9,29.158
139.0,22.1
139.1,27.238
139.2,29.346
139.3,23.747
139.4,32.643
139.5,27.732
139.6,21.641
139.7,21.874
139.8,33.289
139.9,24.481
140.0,28.084
140.1,31.228
140.2,26.338
140.3,29.527
140.4,23.413
140.5,31.584
140.6,29.939
140.7,29.654
140.8,24.615
140.9,27.47
141.0,29.105
141.1,26.637
141.2,25.825
141.3,25.473
141.4,26.1
141.5,26.968
141.6,25.405
141.7,33.847
141.8,29.594
141.9,21.607
142.0,36.509
142.1,26.71
142.2,36.293
142.3,29.122
142.4,27.619
142.5,26.149
142.6,25.832
142.7,29.428
142.8,23.706
142.9,29.593
143.0,27.513
143.1,23.919
143.2,24.728
143.3,29.093
143.4,28.243
143.5,28.511
143.6,25.18
143.7,25.122
143.8,30.607
143.9,24.428
144.0,25.226
144.1,30.746
144.2,27.085
144.3,28.322
144.4,24.095
144.5,25.029
144.6,27.444
144.7,26.659
144.8,26.164
144.9,31.702
145.0,31.2
145.1,25.032
145.2,28.018
145.3,25.836
145.4,27.117
145.5,27.789
145.6,31.255
145.7,30.46
145.8,27.944
145.9,31.018
146.0,26.253
146.1,32.214
146.2,32.091
146.3,21.87
146.4,29.905
146.5,26.79
146.6,145.288
146.7,61.701
146.8,33.271
146.9,21.9
147.0,26.345
147.1,30.814
147.2,24.195
147.3,31.837
147.4,26.115
147.5,28.97
147.6,24.557
147.7,29.453
147.8,29.388
147.9,31.409
148.0,32.062
148.1,31.761
148.2,28.627
148.3,24.322
148.4,31.971
148.5,24.088
148.6,26.684
148.7,30.211
148.8,29.331
148.9,32.779
149.0,27.988
149.1,22.93
149.2,27.174
149.3,28.522
149.4,26.948
149.5,32.237
149.6,27.257
149.7,23.692
149.8,29.4
149.9,24.557
150.0,33.1
150.1,28.81
150.2,23.79
150.3,31.238
150.4,35.108
150.5,21.988
150.6,30.709
150.7,29.452
150.8,28.527
150.9,29.03
151.0,29.476
151.1,25.921
151.2,32.233
151.3,23.951
151.4,33.876
151.5,32.583
151.6,24.442
151.7,27.984
151.8,32.26
151.9,26.527
152.0,27.513
152.1,26.793
152.2,31.502
152.3,26.177
152.4,27.971
152.5,29.621
152.6,27.377
152.7,25.401
152.8,23.975
152.9,23.445
153.0,24.461
153.1,22.838
153.2,25.819
153.3,28.901
153.4,28.162
153.5,25.52
153.6,24.946
153.7,25.02
153.8,23.836
153.9,24.292
154.0,30.143
154.1,23.786
154.2,28.052
154.3,26.146
154.4,35.284
154.5,22.609
154.6,28.58
154.7,26.999
154.8,25.687
154.9,28.946
155.0,28.467
155.1,24.793
155.2,29.279
155.3,29.168
155.4,31.928
155.5,26.17
155.6,32.411
155.7,27.41
155.8,22.072
155.9,29.569
156.0,27.755
156.1,25.353
156.2,30.8
156.3,26.585
156.4,31.051
156.5,27.752
156.6,30.251
156.7,30.038
156.8,29.42
156.9,24.904
157.0,30.759
157.1,28.065
157.2,34.007
157.3,29.436
157.4,30.253
157.5,25.705
157.6,26.782
157.7,28.29
157.8,24.489
157.9,24.489
158.0,27.674
158.1,27.766
158.2,28.606
158.3,31.351
158.4,26.799
158.5,30.043
158.6,27.566
158.7,27.418
158.8,28.771
158.9,21.797
159.0,28.199
159.1,26.085
159.2,25.21
159.3,22.339
159.4,26.671
159.5,22.368
159.6,30.61
159.7,27.282
159.8,22.954
159.9,25.979
160.0,30.265
160.1,26.215
160.2,27.156
160.3,26.892
160.4,27.615
160.5,22.901
160.6,27.864
160.7,26.326
160.8,36.861
160.9,27.361
161.0,26.633
161.1,30.965
161.2,27.532
161.3,28.76
161.4,25.378
161.5,32.666
161.6,26.117
161.7,29.126
161.8,31.397
161.9,27.086
162.0,28.0
162.1,29.76
162.2,107.517
162.3,58.768
162.4,40.32
162.5,26.646
162.6,26.835
162.7,32.911
162.8,27.71
162.9,27.173
163.0,30.588
163.1,29.747
163.2,24.74
163.3,27.351
163.4,25.552
163.5,29.154
163.6,25.366
163.7,24.137
163.8,20.557
163.9,23.368
164.0,25.312
164.1,27.293
164.2,23.476
164.3,31.356
164.4,28.567
164.5,33.132
164.6,26.923
164.7,28.645
164.8,24.114
164.9,27.29
165.0,24.093
165.1,30.023
165.2,31.709
165.3,23.798
165.4,24.068
165.5,30.716
165.6,31.63
165.7,35.157
165.8,29.439
165.9,28.452
166.0,28.374
166.1,27.33
166.2,29.583
166.3,26.874
166.4,25.129
166.5,29.055
166.6,21.332
166.7,31.414
166.8,24.492
166.9,29.512
167.0,28.624
167.1,28.704
167.2,30.565
167.3,26.081
167.4,24.88
167.5,27.279
167.6,29.704
167.7,30.338
167.8,26.559
167.9,24.857
168.0,32.09
168.1,27.217
168.2,23.764
168.3,26.564
168.4,24.141
168.5,28.801
168.6,30.11
168.7,26.0
168.8,27.236
168.9,30.485
169.0,27.573
169.1,27.504
169.2,29.984
169.3,27.269
169.4,25.484
169.5,23.935
169.6,33.685
169.7,28.675
169.8,25.699
169.9,31.25
170.0,31.124
170.1,21.888
170.2,33.762
170.3,31.108
170.4,21.217
170.5,28.836
170.6,25.66
170.7,26.888
170.8,32.616
170.9,26.155
171.0,30.666
171.1,27.861
171.2,31.423
171.3,29.107
171.4,31.563
171.5,32.227
171.6,26.108
171.7,30.699
171.8,31.151
171.9,26.089
172.0,26.84
172.1,26.218
172.2,24.767
172.3,27.362
172.4,27.249
172.5,23.921
172.6,30.471
172.7,32.155
172.8,31.041
172.9,31.791
173.0,28.123
173.1,30.767
173.2,26.679
173.3,33.652
173.4,25.555
173.5,26.019
173.6,28.283
173.7,30.573
173.8,27.406
173.9,24.013
174.0,22.8
174.1,31.317
174.2,30.089
174.3,23.309
174.4,26.947
174.5,34.115
